N-BUTANE,ACROLEIN,ACETONE,N-PENTANE,DICHLOROMETHANE,C-1-2-DICL-ETHENE,N-HEXANE,THF,1-2DICHLOROETHANE,111-TRICL-ETHANE,BENZENE,CCL4,CYCLOHEXANE,1-2-DICL-PROPANE,N-HEPTANE,MIBK,TOLUENE,TETRACHLOROETHENE,CHLOROBENZENE,ETHYLBENZENE,M&P-XYLENES,STYRENE,O-XYLENE,N-NONANE,I-PROPYLBENZENE,2-CHLORO-TOLUENE,N-PROPYLBENZENE,P-ETHYLTOLUENE,N-DECANE,1-3-DICL-BENZENE,1-2-DICL-BENZENE,124-TRICL-BENZENE,NAPHTHALENE,HEXCL-1-3BUTADIEN
0.01585,0.025210999999999997,0.0339607,0.01585,0.04449,0.06376899999999999,0.01585,0.02966,0.0492356,0.11864,0.01483,0.23728,0.016312999999999998,0.05932,0.0166096,0.02966,0.0155715,0.08631059999999999,0.022689900000000002,0.017351099999999998,0.017351099999999998,0.0169062,0.0169062,0.0189824,0.0176477,0.01483,0.017796,0.018537500000000002,0.0198722,0.0382614,0.0382614,0.06999760000000001,0.020465399999999998,0.117157
